234
16
70
[17,66,54,52,6,88,21,128,68,70,85,21,134,135,94,90,50,143,19,54,50,40,73,12,152,42,45,74,26,11,31,50,102,46,35,40,2,1,3,13,16,25,21,43,30,83,89,56,59,43,11,26,44,121,38,68,22,7,16,32,25,27,156,28,15,26,18,72,23,27]
[0.0173,0.0673,0.0459,0.0884,0.0112,0.0898,0.0071,0.087,0.1156,0.0357,0.1879,0.0286,0.1367,0.2984,0.1598,0.2142,0.0255,0.4133,0.0452,0.0826,0.136,0.034,0.1613,0.0102,0.1809,0.0643,0.0306,0.1635,0.0663,0.0206,0.0264,0.0595,0.0867,0.1408,0.0417,0.068,0.002,0.0019,0.002,0.0111,0.0272,0.068,0.0643,0.0658,0.0612,0.0988,0.2572,0.0286,0.0702,0.0512,0.043,0.0663,0.0598,0.1234,0.0452,0.1618,0.0224,0.0071,0.0326,0.049,0.0553,0.0184,0.1326,0.0238,0.0204,0.0354,0.0184,0.1836,0.0156,0.0734]
1,2
1,41
1,69
1,70
2,3
3,4
3,68
4,6
4,7
5,6
5,24
5,30
6,8
7,8
8,12
9,10
10,11
11,12
12,13
12,14
13,23
14,23
15,16
16,17
16,18
17,19
18,19
19,20
19,22
19,57
20,21
21,23
22,23
23,25
23,31
23,33
24,25
25,26
25,27
25,28
25,29
26,35
27,35
28,35
29,35
30,31
31,32
32,35
33,34
34,35
35,36
35,44
35,48
35,51
35,53
35,56
35,60
35,61
35,62
36,37
37,38
38,39
39,40
40,42
41,42
42,43
43,50
44,45
45,46
46,47
47,50
48,49
49,50
51,52
52,54
53,54
54,55
57,58
58,59
59,60
61,65
62,63
63,64
64,65
64,66
64,67
-1,-1
