28
63
75
[23,24,25,26,23,22,6,22,23,21,22,15,5,23,4,26,21,5,24,25,26,26,24,27,20,23,25,13,3,11,21,22,21,22,25,8,22,24,22,21,6,26,22,6,21,25,11,22,21,25,22,22,23,22,22,25,23,21,22,22,22,22,21,27,23,2,26,25,24,22,24,4,22,10,25]
[0.05083,0.03264,0.06375,0.0221,0.04301,0.04488,0.00816,0.01496,0.0391,0.02499,0.0374,0.02805,0.0051,0.05083,0.0034,0.03536,0.01428,0.01105,0.02448,0.0595,0.04862,0.05746,0.01632,0.01377,0.0306,0.05474,0.02975,0.01326,0.00255,0.01309,0.01785,0.03366,0.01785,0.04862,0.03825,0.00816,0.0187,0.02448,0.02618,0.01428,0.0051,0.02652,0.04862,0.01224,0.00714,0.02125,0.00748,0.02244,0.00714,0.05525,0.0374,0.0374,0.01564,0.01496,0.02618,0.0595,0.02737,0.01785,0.03366,0.0374,0.04488,0.0374,0.02142,0.02754,0.01955,0.00204,0.07072,0.06375,0.0408,0.04114,0.0408,0.01496,0.03366,0.0068,0.04675]
1,2
1,3
1,4
1,5
1,6
1,7
2,15
3,13
3,24
4,8
4,14
4,16
5,12
5,15
6,9
6,10
6,11
6,13
9,20
9,24
10,18
12,19
13,22
15,17
15,20
15,23
16,21
16,26
17,30
18,26
18,30
20,27
21,33
24,25
25,28
25,30
25,33
25,34
26,31
26,32
26,41
27,29
27,35
27,36
31,37
31,39
32,44
32,45
33,41
35,38
35,42
36,40
36,43
39,51
40,46
42,47
43,48
43,50
46,51
46,48
47,49
47,50
47,52
47,53
49,59
49,61
49,62
50,54
50,55
50,60
50,62
52,56
52,57
53,58
55,63
58,65
59,64
59,66
62,67
66,68
68,69
68,70
68,71
68,72
68,73
68,74
68,75
-1,-1
