2646
4
29
[172,286,200,264,62,88,191,68,225,144,483,267,605,233,288,186,256,1938,321,208,127,104,214,399,27,278,521,172,74]
[0.5848,1.1696,1.1696,1.7544,1.1696,1.1696,1.7544,0.5848,1.462,1.7544,1.7544,1.1696,1.1696,0.8772,0.8772,0.8772,0.8772,0.8772,0.8772,1.1696,0.8772,0.8772,0.8772,1.1696,1.1696,0.8772,0.2924,0.8772,0.5848]
1,2
1,3
1,5
1,6
1,12
1,14
2,8
3,4
4,8
5,16
6,7
7,8
8,11
8,9
9,13
9,28
10,16
11,15
11,13
12,13
13,22
14,15
15,16
16,17
17,18
18,19
19,24
19,20
19,25
20,21
21,23
22,16
23,27
24,26
25,26
26,27
27,29
28,10
-1,-1
