2646
4
29
5
72 
[[172,286,200,264,62,88,191,68,225,144,483,267,605,233,288,186,256,1938,321,208,127,104,214,399,27,278,521,172,74],
[175,289,201,265,65,89,194,70,231,147,490,270,609,236,291,207,260,1941,323,210,130,109,215,402,33,280,522,173,75],
[174,289,203,267,63,89,193,69,228,146,488,270,612,236,291,189,259,1958,325,211,129,106,217,404,28,281,527,174,75],
[184,304,212,279,69,94,204,74,243,155,515,284,640,248,306,217,273,2039,340,221,137,115,226,423,35,295,549,182,79],
[193,318,222,292,72,98,214,77,254,162,539,298,671,260,321,226,286,2137,356,232,143,120,237,443,36,309,575,191,83]]
[20,19,18,20,18]
[[0.78948,1.31274,0.306,0.80784,0.06324,0.1496,0.38964,0.04624,0.34425,0.46512,0.90321,0.63546,2.6741,1.14869,0.4896,0.34782,0.73984,3.95352,1.41882,0.07072,0.62611,0.38896,0.43656,1.42443,0.0459,0.2363,2.12568,0.08772,0.1887],
[0.119,0.78608,0.20502,0.2703,0.2873,0.07565,0.8245,0.1904,1.02102,0.47481,0.1666,0.918,0.31059,0.92276,0.84099,1.02051,0.6188,2.63976,0.43928,0.9282,0.5746,0.40766,0.98685,0.6834,0.06732,0.5236,1.24236,0.41174,0.204],
[0.85782,1.37564,0.48314,0.81702,0.24633,0.12104,0.68901,0.28152,1.08528,0.22338,1.32736,1.2852,3.01716,1.003,1.28622,0.44982,0.22015,2.99574,0.663,0.32283,0.57018,0.16218,0.40579,1.30492,0.06188,1.24202,1.7918,0.2958,0.1785],
[0.3128,0.20672,1.00912,0.99603,0.08211,0.46342,0.76296,0.3145,0.12393,0.34255,1.751,0.43452,2.6112,0.50592,0.88434,0.88536,0.18564,7.27923,0.6358,1.01439,0.13974,0.2346,0.72998,0.14382,0.14875,0.1003,0.74664,0.24752,0.4029],
[0.95149,1.13526,0.83028,1.09208,0.17136,0.2499,1.01864,0.2618,1.12268,0.79866,2.65727,1.11452,2.05326,0.884,0.38199,0.26894,0.58344,8.35567,0.96832,0.51272,0.2431,0.1428,0.88638,1.73213,0.04284,1.47084,2.1505,0.94163,0.31042]]
[193,318,222,292,72,98,214,77,254,162,539,298,671,260,321,226,286,2137,356,232,143,120,237,443,36,309,575,191,83]
[0.95149,1.37564,1.00912,1.09208,0.2873,0.46342,1.01864,0.3145,1.12268,0.79866,2.65727,1.2852,3.01716,1.14869,1.28622,1.02051,0.73984,8.35567,1.41882,1.01439,0.62611,0.40766,0.98685,1.73213,0.14875,1.47084,2.1505,0.94163,0.4029]
1,2
1,3
1,5
1,6
1,12
1,14
2,8
3,4
4,8
5,16
6,7
7,8
8,11
8,9
9,13
9,28
10,16
11,15
11,13
12,13
13,22
14,15
15,16
16,17
17,18
18,19
19,24
19,20
19,25
20,21
21,23
22,16
23,27
24,26
25,26
26,27
27,29
28,10
-1,-1
