2490
8
80
6
[[139,12,214,184,153,604,189,129,178,335,0,45,462,175,425,261,309,150,206,1078,492,82,154,0,94,190,399,161,1369,159,543,189,47,212,101,69,204,474,579,231,127,197,167,387,414,117,67,42,208,52,126,180,369,97,248,120,166,0,102,256,89,409,177,47,206,234,183,239,455,78,70,95,135,0,132,308,94,303,145,0],
[135,8,210,180,149,600,185,125,174,331,0,41,458,171,421,257,305,146,202,1074,488,78,150,0,90,186,395,157,1365,155,539,185,43,208,97,65,200,470,575,227,123,193,163,383,410,113,63,38,204,48,122,176,365,93,244,116,162,0,98,252,85,405,173,43,202,230,179,235,451,74,66,91,131,0,128,304,90,299,141,0],
[136,9,211,181,150,601,186,126,175,332,0,42,459,172,422,258,306,147,203,1075,489,79,151,0,91,187,396,158,1366,156,540,186,44,209,98,66,201,471,576,228,124,194,164,384,411,114,64,39,205,49,123,177,366,94,245,117,163,0,99,253,86,406,174,44,203,231,180,236,452,75,67,92,132,0,129,305,91,300,142,0],
[139,12,214,184,153,604,189,129,178,335,0,45,462,175,425,261,309,150,206,1078,492,82,154,0,94,190,399,161,1369,159,543,189,47,212,101,69,204,474,579,231,127,197,167,387,414,117,67,42,208,52,126,180,369,97,248,120,166,0,102,256,89,409,177,47,206,234,183,239,455,78,70,95,135,0,132,308,94,303,145,0],
[138,11,213,183,152,603,188,128,177,334,0,44,461,174,424,260,308,149,205,1077,491,81,153,0,93,189,398,160,1368,158,542,188,46,211,100,68,203,473,578,230,126,196,166,386,413,116,66,41,207,51,125,179,368,96,247,119,165,0,101,255,88,408,176,46,205,233,182,238,454,77,69,94,134,0,131,307,93,302,144,0],
[136,9,211,181,150,601,186,126,175,332,0,42,459,172,422,258,306,147,203,1075,489,79,151,0,91,187,396,158,1366,156,540,186,44,209,98,66,201,471,576,228,124,194,164,384,411,114,64,39,205,49,123,177,366,94,245,117,163,0,99,253,86,406,174,44,203,231,180,236,452,75,67,92,132,0,129,305,91,300,142,0]]
[[0,12.7449,5.1529,1.7424,1.3924,26.1121,8.8804,0,0.4761,16.4836,0,0,0,29.3764,1.4641,0,10.3041,26.8324,3.3856,13.2496,0,16.6464,26.5225,0,11.4921,0,0.5625,12.7449,0,9.61,0,2.7889,0,7.3441,0,7.1824,0.2916,22.5625,0,0,2.7225,20.25,0,14.1376,10.6276,0,0.5625,0,4.2025,0.3025,0,0.8281,17.1396,0,0,19.8916,0.1156,0,2.9241,0.36,21.5296,18.5761,0,0,0,10.24,2.1025,0,0,9,0,9.1204,25.3009,0,0,15.6816,16.5649,0,0,0],
[4.9729,7.1289,1.8769,0.1764,0.0784,17.7241,4.3264,8.0656,0.0441,9.9856,0,0.4356,0.1444,20.4304,0.0961,0.0144,5.3361,18.3184,0.8836,7.5076,0.3136,10.1124,18.0625,0,6.2001,0,0.0225,7.1289,4.41,4.84,4.41,0,3.61,3.2761,1.69,3.1684,0.1296,0,0.0225,4.41,0.5625,12.96,8.2944,8.1796,5.5696,4.41,0.0225,4.41,1.3225,0.1225,0.5476,0.0001,10.4976,10.8241,0.4624,12.6736,0.3136,0,0.6561,0.09,13.9876,11.6281,9.5481,4.41,0.2916,5.29,0.3025,5.76,0.0144,0,4.41,0,17.0569,0,11.2225,9.3636,10.0489,4.41,4.41,0],
[6.9169,9.4249,0,0.6724,0.4624,21.2521,6.1504,10.4976,0,12.6736,0,1.1236,0.6084,24.2064,0.5041,0.0784,0,21.9024,1.7956,9.8596,0.0256,12.8164,21.6225,0,8.3521,30.25,0,0,30.25,6.76,30.25,1.3689,30.25,4.8841,2.89,4.7524,0.0016,18.0625,0.0625,0,1.3225,16,30.25,10.6276,7.6176,30.25,0.0625,30.25,0,0.0025,30.25,0.1681,13.2496,13.6161,1.1664,15.6816,0.0256,0,1.4641,0.01,17.1396,14.5161,30.25,30.25,0.8836,7.29,0.9025,7.84,0.2704,6.25,30.25,6.3504,20.5209,0,14.0625,11.9716,12.7449,30.25,30.25,0],
[4.9729,7.1289,1.8769,0.1764,0.0784,17.7241,4.3264,26.01,0.0441,9.9856,0,0.4356,26.01,20.4304,0,0.0144,5.3361,18.3184,0.8836,7.5076,0.3136,10.1124,18.0625,0,6.2001,26.01,0,7.1289,26.01,4.84,26.01,0.5929,26.01,3.2761,1.69,3.1684,0.1296,14.8225,0.0225,26.01,0.5625,12.96,26.01,8.1796,5.5696,26.01,0.0225,26.01,1.3225,0.1225,26.01,0.0001,10.4976,10.8241,0.4624,12.6736,0.3136,0,0.6561,0.09,13.9876,11.6281,26.01,26.01,0.2916,5.29,0,5.76,26.01,4.41,26.01,4.4944,17.0569,0,0,9.3636,10.0489,26.01,26.01,0],
[0.09,0,3.8809,1.0404,0.7744,23.1361,0,0.09,0.1521,14.1376,0,1.5876,0.09,26.2144,0,0.09,8.4681,23.8144,2.3716,11.1556,0.09,14.2884,23.5225,0,9.5481,0.09,0.2025,10.6929,0,7.84,0,1.8769,0.09,5.8081,3.61,5.6644,0.0576,19.8025,0.2025,0.09,1.8225,17.64,0.09,11.9716,8.7616,0.09,0.2025,0.09,3.0625,0.0625,0.09,0.3721,14.7456,0.09,1.6384,17.3056,0.0016,0,1.9881,0.09,18.8356,16.0801,0.09,0.09,0.09,0,1.3225,9,0.09,7.29,0.09,7.3984,22.3729,0,0.09,13.3956,14.2129,0.09,0.09,0],
[1,12.7449,5.1529,1.7424,1.3924,26.1121,8.8804,1,0.4761,16.4836,0,1,1,29.3764,1.4641,1,10.3041,26.8324,3.3856,13.2496,1,16.6464,26.5225,0,11.4921,1,0.5625,12.7449,1,0,1,2.7889,1,7.3441,1,7.1824,0,22.5625,1,0,0,20.25,1,14.1376,0,1,0.5625,1,4.2025,0.3025,1,0.8281,17.1396,1,1,19.8916,0.1156,0,2.9241,0.36,21.5296,18.5761,1,1,0,10.24,2.1025,1,0,9,1,9.1204,25.3009,0,1,15.6816,16.5649,1,1,0]]
[38,38,38,38,38,39]
1,2
1,3
1,5
1,6
1,11
2,8
3,4
4,8
5,7
6,7
7,9
8,9
9,10
10,23
11,12
11,14
12,15
13,20
14,16
15,17
16,18
17,20
18,19
19,20
20,21
20,23
21,24
22,25
23,24
24,25
24,26
25,30
26,27
26,28
26,29
27,33
28,34
29,30
30,31
31,32
32,42
33,37
34,35
35,36
35,37
36,42
37,41
38,39
39,40
40,41
41,43
42,43
43,51
44,47
45,46
46,47
47,49
48,49
49,50
50,60
51,60
51,61
52,53
53,54
54,55
54,56
54,57
55,58
56,58
57,59
58,59
59,67
60,62
61,62
62,59
63,64
64,65
65,66
66,73
67,68
68,74
69,70
70,71
71,72
72,74
73,74
74,75
75,76
75,77
76,79
77,78
78,79
79,80
-1,-1
